Date,Open,High,Low,Close,Adj Close,Volume
2014-02-28,68.940002,70.010002,68.59,68.870003,68.870003,41653700
2014-03-03,68.459999,69.879997,70.78,67.379997,67.379997,66783700
2014-03-04,67.410004,68.050003,69.85,66.510002,66.510002,56824100
2014-03-05,68.800003,68.900002,69.26,67.620003,67.620003,42013500
2014-03-06,71.57,71.970001,68.94,69.620003,69.620003,74567700
2014-03-07,70.839996,71.889999,68.46,70.25,70.25,46026500
2014-03-10,69.800003,71.18,67.41,69.470001,69.470001,38927000
2014-03-11,72.029999,72.150002,68.8,70.510002,70.510002,59871600
2014-03-12,70.099998,72.589996,71.57,69.959999,69.959999,59408300
2014-03-13,70.879997,71.349998,70.84,69.0,69.0,46340500
2014-03-14,68.830002,71.349998,69.8,68.150002,68.150002,57091000
2014-03-17,67.720001,69.43,72.03,67.459999,67.459999,48227000
2014-03-18,68.739998,68.949997,70.1,66.620003,66.620003,52197000
2014-03-19,69.190002,69.599998,70.88,68.300003,68.300003,40827000
2014-03-20,68.239998,69.290001,68.83,67.470001,67.470001,43981000
2014-03-21,66.970001,68.230003,67.72,66.82,66.82,44439000
2014-03-24,67.239998,67.919998,68.74,66.18,66.18,59999900
2014-03-25,64.099998,67.360001,69.19,63.360001,63.360001,85696000
2014-03-26,64.889999,66.190002,68.24,63.779999,63.779999,68786000
2014-03-27,60.389999,64.949997,66.97,60.369999,60.369999,97503900
2014-03-28,60.970001,61.900002,67.24,57.98,57.98,112650000
2014-03-31,60.009998,61.950001,64.1,59.34,59.34,67052000
2014-04-01,60.240002,61.52,64.89,59.869999,59.869999,53011000
2014-04-02,62.619999,62.66,60.39,60.240002,60.240002,59291000
2014-04-03,62.720001,63.91,60.97,62.209999,62.209999,66277000
2014-04-04,59.490002,63.169998,60.01,59.130001,59.130001,83859000
2014-04-07,56.75,60.200001,60.24,56.32,56.32,125214400
2014-04-08,56.950001,58.0,62.62,55.439999,55.439999,108488000
2014-04-09,58.189999,58.709999,62.72,57.169998,57.169998,78836000
2014-04-10,62.41,62.459999,59.49,59.189999,59.189999,100215000
2014-04-11,59.16,63.18,56.75,58.68,58.68,114988000
2014-04-14,58.529999,60.310001,56.95,57.310001,57.310001,91452000
2014-04-15,58.889999,60.450001,58.19,57.779999,57.779999,72325000
2014-04-16,59.09,59.68,62.41,55.880001,55.880001,108623000
2014-04-17,59.720001,60.189999,59.16,57.740002,57.740002,78774000
2014-04-21,58.939999,60.580002,58.53,58.720001,58.720001,88040000
2014-04-22,61.240002,61.240002,58.89,59.150002,59.150002,60364000
2014-04-23,63.029999,63.439999,59.09,62.220001,62.220001,60631000
2014-04-24,61.360001,63.48,59.72,61.259998,61.259998,95908700
2014-04-25,60.869999,63.650002,58.94,59.77,59.77,138769000
2014-04-28,57.709999,60.009998,61.24,57.57,57.57,92502000
2014-04-29,56.139999,58.310001,63.03,54.66,54.66,107758000
2014-04-30,58.150002,58.279999,61.36,55.84,55.84,75557000
2014-05-01,59.779999,59.849998,60.87,57.16,57.16,76093000
2014-05-02,61.150002,62.279999,57.71,60.209999,60.209999,82429000
2014-05-05,60.459999,61.889999,56.14,60.18,60.18,54189000
2014-05-06,61.220001,61.349998,58.15,59.18,59.18,46057000
2014-05-07,58.529999,61.150002,59.78,58.490002,58.490002,55901000
2014-05-08,57.389999,59.299999,61.15,56.259998,56.259998,78587000
2014-05-09,56.759998,58.82,60.46,56.5,56.5,61251000
2014-05-12,57.240002,57.650002,61.22,56.380001,56.380001,52584000
2014-05-13,59.830002,59.900002,58.53,57.98,57.98,48575000
2014-05-14,59.830002,60.889999,57.39,59.509998,59.509998,48525000
2014-05-15,59.23,60.450001,56.76,58.950001,58.950001,47429000
2014-05-16,57.919998,59.380001,57.24,57.52,57.52,56814000
2014-05-19,58.02,58.450001,59.83,57.310001,57.310001,47933000
2014-05-20,59.209999,59.560001,59.83,57.57,57.57,43034000
2014-05-21,58.560001,60.189999,59.23,58.18,58.18,53931000
2014-05-22,60.490002,60.5,57.92,58.25,58.25,58992000
2014-05-23,60.52,61.48,58.02,60.400002,60.400002,54200000
2014-05-27,61.349998,61.450001,59.21,60.150002,60.150002,38294000
2014-05-28,63.48,63.509998,58.56,61.57,61.57,55682000
2014-05-29,63.509998,64.139999,60.49,62.619999,62.619999,47795000
2014-05-30,63.830002,64.300003,60.52,63.509998,63.509998,42700000
2014-06-02,63.299999,64.169998,61.35,62.560001,62.560001,45253500
2014-06-03,63.080002,63.59,63.48,62.049999,62.049999,35996000
2014-06-04,62.869999,63.419998,63.51,62.32,62.32,32217000
2014-06-05,63.34,63.59,63.83,62.07,62.07,36514000
2014-06-06,63.189999,64.360001,63.3,62.82,62.82,47352000
2014-06-09,62.5,63.48,63.08,62.150002,62.150002,42442000
2014-06-10,62.880001,63.34,62.87,61.790001,61.790001,37617000
2014-06-11,65.769997,65.82,63.34,63.5,63.5,69338000
2014-06-12,65.779999,65.800003,63.19,64.900002,64.900002,44242000
2014-06-13,64.290001,66.470001,62.5,64.059998,64.059998,55730000
2014-06-16,64.5,64.970001,62.88,63.830002,63.830002,29419000
2014-06-17,64.190002,64.879997,65.77,63.75,63.75,31046000
2014-06-18,64.400002,64.879997,65.78,63.93,63.93,27715000
2014-06-19,65.599998,65.75,64.29,64.050003,64.050003,35570000
2014-06-20,64.339996,65.580002,64.5,64.209999,64.209999,34245000
2014-06-23,64.5,64.809998,64.19,63.349998,63.349998,46466000
2014-06-24,65.370003,65.660004,64.4,64.220001,64.220001,34560000
2014-06-25,65.720001,67.169998,65.6,65.269997,65.269997,57335000
2014-06-26,67.440002,67.480003,64.34,65.57,65.57,44308000
2014-06-27,67.129997,68.0,64.5,66.900002,66.900002,47714000
2014-06-30,67.599998,67.699997,65.37,66.839996,66.839996,46461000
2014-07-01,67.290001,67.919998,65.72,67.129997,67.129997,27102800
2014-07-02,68.059998,68.440002,67.44,67.389999,67.389999,33243000
2014-07-03,66.449997,68.300003,67.13,65.790001,65.790001,41895000
2014-07-07,66.290001,67.0,67.6,65.760002,65.760002,25203200
2014-07-08,65.290001,66.57,67.29,65.120003,65.120003,28745000
2014-07-09,62.759998,65.559998,68.06,62.209999,62.209999,68926000
2014-07-10,64.970001,65.120003,66.45,63.150002,63.150002,51432000
2014-07-11,64.870003,65.339996,66.29,63.049999,63.049999,44422000
2014-07-14,66.339996,66.589996,65.29,64.790001,64.790001,39212000
2014-07-15,67.900002,68.169998,62.76,66.900002,66.900002,38537000
2014-07-16,67.169998,68.089996,64.97,66.260002,66.260002,44213200
2014-07-17,67.660004,67.940002,64.87,67.07,67.07,29541600
2014-07-18,66.410004,67.849998,66.34,66.040001,66.040001,38188000
2014-07-21,68.419998,68.459999,67.9,66.160004,66.160004,42456000
2014-07-22,69.400002,69.959999,67.17,68.5,68.5,49539000
2014-07-23,69.269997,69.769997,67.66,68.610001,68.610001,40398000
2014-07-24,71.290001,71.330002,66.41,69.610001,69.610001,78435000
2014-07-25,74.980003,76.739998,68.42,74.510002,74.510002,124168000
2014-07-28,75.190002,75.669998,69.4,74.660004,74.660004,45917000
2014-07-29,74.919998,75.5,69.27,73.849998,73.849998,41725000
2014-07-30,73.709999,74.919998,71.29,73.419998,73.419998,41324000
2014-07-31,74.68,75.190002,74.98,74.129997,74.129997,36853000
2014-08-01,72.650002,74.169998,75.19,72.440002,72.440002,43992000
2014-08-04,72.360001,73.220001,74.92,71.550003,71.550003,43535000
2014-08-05,73.510002,73.879997,73.71,72.360001,72.360001,30777000
2014-08-06,72.690002,73.589996,74.68,72.18,72.18,34986000
2014-08-07,72.470001,73.720001,72.65,71.790001,71.790001,30986000
2014-08-08,73.169998,74.0,72.36,72.699997,72.699997,38141000
2014-08-11,73.059998,73.43,73.51,72.559998,72.559998,27202000
2014-08-12,73.440002,73.910004,72.69,73.059998,73.059998,24591000
2014-08-13,72.830002,73.330002,72.47,72.220001,72.220001,27419000
2014-08-14,73.769997,74.25,73.17,73.050003,73.050003,29266000
2014-08-15,74.300003,74.379997,73.06,73.690002,73.690002,22207000
2014-08-18,73.629997,74.650002,73.44,73.0,73.0,38846600
2014-08-19,74.589996,74.720001,72.83,73.959999,73.959999,23974000
2014-08-20,75.290001,75.580002,73.77,74.510002,74.510002,26679000
2014-08-21,74.809998,75.18,74.3,74.620003,74.620003,22917000
2014-08-22,74.57,75.190002,73.63,74.410004,74.410004,20102000
2014-08-25,74.57,74.730003,74.59,73.57,73.57,20897000
2014-08-26,75.019997,75.279999,75.29,74.790001,74.790001,19734000
2014-08-27,75.959999,75.989998,74.81,74.730003,74.730003,23993000
2014-08-28,74.629997,75.489998,74.57,74.459999,74.459999,36323000
2014-08-29,73.860001,74.43,74.57,73.730003,73.730003,21947000
2014-09-02,74.82,74.82,75.02,74.010002,74.010002,26241000
2014-09-03,76.68,76.699997,75.96,74.82,74.82,34979000
2014-09-04,75.830002,77.480003,74.63,75.599998,75.599998,32389000
2014-09-05,75.949997,76.93,73.86,75.529999,75.529999,26676000
2014-09-08,77.260002,77.379997,74.82,75.599998,75.599998,29476000
2014-09-09,77.889999,78.169998,76.68,77.010002,77.010002,28183000
2014-09-10,76.669998,78.169998,75.83,76.199997,76.199997,28882000
2014-09-11,77.43,77.949997,75.95,76.510002,76.510002,29909000
2014-09-12,77.919998,78.360001,77.26,77.050003,77.050003,32219000
2014-09-15,77.480003,78.300003,77.89,77.099998,77.099998,26676800
2014-09-16,74.580002,77.25,76.67,73.43,73.43,49679000
2014-09-17,76.080002,76.230003,77.43,73.07,73.07,37742000
2014-09-18,76.43,77.25,77.92,75.57,75.57,28693000
2014-09-19,77.0,77.330002,77.48,76.519997,76.519997,23031000
2014-09-22,77.910004,78.300003,74.58,76.440002,76.440002,76671000
2014-09-23,76.800003,77.529999,76.08,75.949997,75.949997,31961000
2014-09-24,78.290001,78.629997,76.43,76.040001,76.040001,36814000
2014-09-25,78.540001,78.620003,77.0,77.510002,77.510002,30680000
2014-09-26,77.220001,78.940002,77.91,77.129997,77.129997,37533000
2014-09-29,78.790001,78.839996,76.8,77.330002,77.330002,28872000
2014-09-30,79.0,79.199997,78.29,77.910004,77.910004,34031000
2014-10-01,79.040001,79.709999,78.54,78.599998,78.599998,35899000
2014-10-02,76.550003,78.82,77.22,75.900002,75.900002,55090000
2014-10-03,77.080002,77.480003,78.79,75.639999,75.639999,36488000
2014-10-06,77.440002,78.059998,79.0,77.260002,77.260002,23340000
2014-10-07,77.559998,77.889999,79.04,76.849998,76.849998,25729000
2014-10-08,76.290001,77.949997,76.55,76.239998,76.239998,25317000
2014-10-09,77.519997,77.709999,77.08,75.099998,75.099998,32976000
2014-10-10,75.910004,77.760002,77.44,75.849998,75.849998,32487000
2014-10-13,72.910004,76.5,77.56,72.760002,72.760002,52146000
2014-10-14,72.989998,74.779999,76.29,72.519997,72.519997,43938000
2014-10-15,73.589996,74.18,77.52,72.050003,72.050003,50299000
2014-10-16,73.209999,73.800003,75.91,70.32,70.32,61528000
2014-10-17,72.629997,73.349998,72.91,70.580002,70.580002,53529000
2014-10-20,75.949997,76.0,72.99,73.75,73.75,76342000
2014-10-21,76.949997,77.089996,73.59,75.379997,75.379997,34701000
2014-10-22,78.690002,78.739998,73.21,77.150002,77.150002,32252000
2014-10-23,78.370003,79.849998,72.63,78.010002,78.010002,41862000
2014-10-24,80.040001,80.629997,75.95,79.010002,79.010002,35056000
2014-10-27,80.669998,80.82,76.95,79.32,79.32,32248000
2014-10-28,80.279999,80.800003,78.69,79.760002,79.760002,30169000
2014-10-29,80.769997,81.160004,78.37,79.57,79.57,74212000
2014-10-30,75.860001,76.879997,80.04,74.779999,74.779999,106120000
2014-10-31,74.110001,75.349998,80.67,72.900002,72.900002,83270000
2014-11-03,74.989998,75.699997,80.28,74.449997,74.449997,44544000
2014-11-04,73.879997,75.519997,80.77,73.699997,73.699997,40727000
2014-11-05,75.760002,75.769997,75.86,73.650002,73.650002,39326000
2014-11-06,74.830002,76.800003,74.11,74.419998,74.419998,35913000
2014-11-07,75.260002,75.599998,74.99,74.309998,74.309998,21383000
2014-11-10,75.599998,75.860001,73.88,75.019997,75.019997,20774000
2014-11-11,75.0,75.480003,75.76,74.610001,74.610001,21575100
2014-11-12,74.610001,74.980003,74.83,74.029999,74.029999,18715700
2014-11-13,74.720001,75.139999,75.26,73.540001,73.540001,26536600
2014-11-14,74.25,75.239998,75.6,73.639999,73.639999,26448500
2014-11-17,74.879997,74.93,75.0,74.040001,74.040001,19476900
2014-11-18,74.239998,75.660004,74.61,73.879997,73.879997,28701200
2014-11-19,74.339996,74.800003,74.72,73.900002,73.900002,20690500
2014-11-20,73.330002,74.540001,74.25,73.110001,73.110001,25441200
2014-11-21,73.599998,73.989998,74.88,72.510002,72.510002,19154900
2014-11-24,73.75,74.5,74.24,73.5,73.5,23060400
2014-11-25,74.010002,74.349998,74.34,73.349998,73.349998,22103800
2014-11-26,75.629997,75.739998,73.33,74.129997,74.129997,32250200
2014-11-28,77.620003,77.779999,73.6,75.510002,75.510002,32695300
2014-12-01,77.699997,78.269997,73.75,77.230003,77.230003,15992000
2014-12-02,75.099998,77.309998,74.01,74.800003,74.800003,31789900
2014-12-03,75.459999,75.910004,75.63,75.040001,75.040001,16773900
2014-12-04,74.879997,75.730003,77.62,74.400002,74.400002,16689900
2014-12-05,75.239998,75.550003,77.7,74.660004,74.660004,14362800
2014-12-08,76.360001,76.760002,75.1,75.360001,75.360001,24306400
2014-12-09,76.519997,77.25,75.46,75.400002,75.400002,25733900
2014-12-10,76.839996,76.93,74.88,74.779999,74.779999,25358600
2014-12-11,76.18,77.550003,75.24,76.07,76.07,32210500
2014-12-12,77.730003,78.519997,76.36,76.480003,76.480003,33462100
2014-12-15,77.830002,78.879997,76.52,77.019997,77.019997,28091600
2014-12-16,76.989998,78.580002,76.84,76.559998,76.559998,29396500
2014-12-17,74.690002,77.389999,76.18,74.589996,74.589996,31554600
2014-12-18,76.110001,76.410004,77.73,74.900002,74.900002,29203900
2014-12-19,78.400002,78.400002,77.83,76.510002,76.510002,34222100
2014-12-22,79.879997,80.0,76.99,78.330002,78.330002,43335000
2014-12-23,81.449997,81.889999,74.69,80.0,80.0,31395800
2014-12-24,80.610001,82.169998,76.11,80.400002,80.400002,19865800
2014-12-26,80.769997,81.43,78.4,80.75,80.75,7685500
2014-12-29,80.779999,81.279999,79.88,80.510002,80.510002,10647400
2014-12-30,80.019997,80.959999,81.45,79.709999,79.709999,14134700
2014-12-31,79.220001,80.589996,80.61,79.099998,79.099998,14370800
2015-01-02,78.019997,79.800003,80.77,77.860001,77.860001,19935400
2015-01-05,78.449997,78.93,80.78,77.699997,77.699997,18177500
2015-01-06,77.190002,79.25,80.02,76.860001,76.860001,26452200
2015-01-07,76.150002,77.589996,79.22,75.360001,75.360001,27399300
2015-01-08,76.150002,77.360001,78.02,75.82,75.82,22045300
2015-01-09,78.18,78.230003,78.45,76.080002,76.080002,23961000
2015-01-12,77.739998,78.620003,77.19,77.199997,77.199997,21157000
2015-01-13,76.720001,78.0,76.15,76.209999,76.209999,19190200
2015-01-14,76.449997,78.080002,76.15,75.849998,75.849998,25179600
2015-01-15,76.279999,77.199997,78.18,76.029999,76.029999,25741000
2015-01-16,74.050003,76.57,77.74,73.540001,73.540001,34134000
2015-01-20,75.18,75.32,76.72,73.839996,73.839996,21791500
2015-01-21,76.239998,76.309998,76.45,74.82,74.82,22821600
2015-01-22,76.739998,77.300003,76.28,75.849998,75.849998,25096700
2015-01-23,77.650002,77.75,74.05,76.68,76.68,19519500
2015-01-26,77.830002,78.190002,75.18,77.040001,77.040001,16746500
2015-01-27,77.5,78.470001,76.24,77.290001,77.290001,19260800
2015-01-28,75.779999,76.879997,76.74,75.629997,75.629997,20110000
2015-01-29,76.239998,77.639999,77.65,76.0,76.0,53306400
2015-01-30,78.0,78.019997,77.83,74.209999,74.209999,61293500
2015-02-02,75.910004,78.160004,77.5,75.75,75.75,42649500
2015-02-03,74.989998,76.139999,75.78,73.75,73.75,41955300
2015-02-04,75.400002,75.580002,76.24,73.860001,73.860001,26957700
2015-02-05,75.629997,76.349998,78.0,75.010002,75.010002,20277400
2015-02-06,75.610001,75.980003,75.91,75.209999,75.209999,15062600
2015-02-09,74.470001,75.699997,74.99,74.25,74.25,21211000
2015-02-10,74.440002,74.830002,75.4,73.449997,73.449997,16194300
2015-02-11,75.190002,75.339996,75.63,74.5,74.5,15811300
2015-02-12,76.510002,76.75,75.61,75.029999,75.029999,20877400
2015-02-13,76.230003,76.870003,74.47,75.889999,75.889999,17235000
2015-02-17,75.739998,76.480003,74.44,75.5,75.5,18621900
2015-02-18,75.599998,76.910004,75.19,75.080002,75.080002,25254400
2015-02-19,76.709999,76.900002,76.51,75.449997,75.449997,22426400
2015-02-20,79.419998,79.839996,76.23,76.949997,76.949997,45851200
2015-02-23,79.900002,80.339996,75.74,79.199997,79.199997,36931700
2015-02-24,78.839996,80.190002,75.6,78.379997,78.379997,24139100
2015-02-25,78.449997,79.480003,76.71,78.099998,78.099998,18897100
2015-02-26,79.559998,80.199997,79.42,78.5,78.5,25593800
2015-02-27,80.410004,81.370003,79.9,79.720001,79.720001,31111900
2015-03-02,78.970001,81.230003,78.84,78.620003,78.620003,30739200
2015-03-03,79.75,79.860001,78.45,78.519997,78.519997,21662500
2015-03-04,79.599998,79.699997,79.56,78.519997,78.519997,18635000
2015-03-05,80.900002,81.150002,80.41,78.849998,78.849998,28126700
2015-03-06,81.209999,81.989998,78.97,81.050003,81.050003,27825700
2015-03-09,80.010002,81.330002,79.75,79.830002,79.830002,24488600
2015-03-10,79.440002,79.910004,79.6,78.629997,78.629997,18925100
2015-03-11,77.550003,79.260002,80.9,77.550003,77.550003,23067100
2015-03-12,77.57,78.43,81.21,77.260002,77.260002,20215700
2015-03-13,78.93,79.050003,80.01,77.910004,77.910004,16093300
2015-03-16,78.050003,79.379997,79.44,77.68,77.68,18557300
2015-03-17,78.07,78.120003,77.55,77.360001,77.360001,19305400
2015-03-18,79.360001,79.779999,77.57,78.339996,78.339996,22170000
2015-03-19,80.910004,81.239998,78.93,79.169998,79.169998,36912400
2015-03-20,82.75,83.0,78.05,81.0,81.0,42099500
2015-03-23,83.800003,84.599998,78.07,83.07,83.07,44466300
2015-03-24,84.43,84.959999,79.36,83.300003,83.300003,27357300
2015-03-25,85.309998,86.07,80.91,84.519997,84.519997,32576500
2015-03-26,82.919998,85.519997,82.75,82.919998,82.919998,37436100
2015-03-27,83.010002,83.769997,83.8,82.139999,82.139999,32794800
2015-03-30,83.300003,83.949997,84.43,82.879997,82.879997,18372600
2015-03-31,83.199997,84.339996,85.31,82.410004,82.410004,24527700
2015-04-01,82.220001,83.5,82.92,82.209999,82.209999,19734300
2015-04-02,81.669998,82.720001,83.01,80.870003,80.870003,22058200
2015-04-06,81.559998,82.559998,83.3,81.440002,81.440002,19664100
2015-04-07,82.440002,82.809998,83.2,80.800003,80.800003,19062900
2015-04-08,82.32,83.419998,82.22,82.220001,82.220001,17467000
2015-04-09,82.279999,83.099998,81.67,81.839996,81.839996,18966700
2015-04-10,82.169998,82.800003,81.56,81.709999,81.709999,15927300
2015-04-13,82.040001,82.610001,82.44,81.910004,81.910004,12529700
2015-04-14,83.010002,83.940002,82.32,81.919998,81.919998,26883100
2015-04-15,83.519997,83.690002,82.28,82.440002,82.440002,19634200
2015-04-16,82.709999,83.660004,82.17,82.269997,82.269997,22390900
2015-04-17,82.309998,83.07,82.04,82.150002,82.150002,13769700
2015-04-20,80.779999,82.110001,83.01,80.370003,80.370003,24215000
2015-04-21,83.089996,83.150002,83.52,81.239998,81.239998,28796800
2015-04-22,83.620003,84.489998,82.71,83.540001,83.540001,27171900
2015-04-23,84.629997,84.739998,82.31,83.650002,83.650002,45548000
2015-04-24,82.410004,85.589996,80.78,82.410004,82.410004,73728100
2015-04-27,81.529999,82.940002,83.09,81.480003,81.480003,29660400
2015-04-28,81.910004,82.93,83.62,81.629997,81.629997,25446000
2015-04-29,80.68,81.900002,84.63,80.230003,80.230003,23775300
2015-04-30,80.470001,81.389999,82.41,79.519997,79.519997,26430300
2015-05-01,78.769997,80.959999,81.53,78.32,78.32,28999000
2015-05-04,78.989998,79.760002,81.91,78.110001,78.110001,24136400
2015-05-05,78.809998,79.690002,80.68,78.629997,78.629997,14692000
2015-05-06,77.559998,78.800003,80.47,77.220001,77.220001,22311300
2015-05-07,78.099998,78.809998,78.77,77.050003,77.050003,28663000
2015-05-08,78.43,78.940002,78.99,77.559998,77.559998,19749400
2015-05-11,78.510002,79.230003,78.81,78.029999,78.029999,19943600
2015-05-12,78.010002,79.029999,77.56,77.93,77.93,18874100
2015-05-13,77.459999,77.889999,78.1,76.790001,76.790001,21285300
2015-05-14,78.440002,78.529999,78.43,77.650002,77.650002,21512300
2015-05-15,81.370003,81.849998,78.51,78.669998,78.669998,49438000
2015-05-18,80.419998,81.519997,78.01,80.18,80.18,27069900
2015-05-19,80.879997,81.379997,77.46,80.230003,80.230003,21613700
2015-05-20,80.629997,81.690002,78.44,80.550003,80.550003,17955400
2015-05-21,80.550003,81.099998,81.37,79.459999,79.459999,23056900
2015-05-22,80.480003,80.919998,80.42,80.080002,80.080002,13402700
2015-05-26,80.540001,81.309998,80.88,80.25,80.25,19567900
2015-05-27,79.330002,80.599998,80.63,79.080002,79.080002,16321300
2015-05-28,80.550003,80.660004,80.55,79.43,79.43,14160900
2015-05-29,80.150002,81.07,80.48,80.0,80.0,11982000
2015-06-01,79.190002,80.07,80.54,78.879997,78.879997,16134600
2015-06-02,80.290001,80.379997,79.33,78.660004,78.660004,18119000
2015-06-03,80.440002,81.349998,80.55,79.559998,79.559998,18923300
2015-06-04,82.440002,82.529999,80.15,81.25,81.25,31594700
2015-06-05,82.050003,82.949997,79.19,81.510002,81.510002,20863900
2015-06-08,82.139999,82.459999,80.29,81.510002,81.510002,16143100
2015-06-09,80.669998,82.0,80.44,80.129997,80.129997,16915500
2015-06-10,80.669998,81.190002,82.44,79.32,79.32,16497500
2015-06-11,82.160004,82.599998,82.05,80.809998,80.809998,21531200
2015-06-12,81.830002,82.900002,82.14,81.360001,81.360001,18656800
2015-06-15,81.529999,82.089996,80.67,81.199997,81.199997,11417900
2015-06-16,80.709999,80.93,80.67,80.07,80.07,18805100
2015-06-17,81.059998,81.510002,82.16,80.449997,80.449997,13693700
2015-06-18,81.790001,82.220001,81.83,81.339996,81.339996,18350300
2015-06-19,82.910004,83.190002,81.53,81.57,81.57,26782600
2015-06-22,82.510002,82.980003,80.71,82.120003,82.120003,23353200
2015-06-23,84.739998,84.970001,81.06,83.309998,83.309998,29383100
2015-06-24,87.879997,87.970001,81.79,84.760002,84.760002,50667900
2015-06-25,88.860001,89.25,82.91,87.449997,87.449997,41370200
2015-06-26,87.980003,89.400002,82.51,87.839996,87.839996,27302000
2015-06-29,88.010002,88.339996,84.74,86.830002,86.830002,38214600
2015-06-30,85.800003,87.5,87.88,85.730003,85.730003,35957900
2015-07-01,85.769997,86.699997,88.86,85.57,85.57,23016500
2015-07-02,86.910004,87.949997,87.98,86.489998,86.489998,25260000
2015-07-06,87.290001,87.440002,88.01,86.339996,86.339996,16908800
2015-07-07,87.550003,88.190002,85.8,86.389999,86.389999,24635900
2015-07-08,87.220001,87.849998,85.77,85.230003,85.230003,33059900
2015-07-09,85.650002,86.75,86.91,85.449997,85.449997,24399300
2015-07-10,85.879997,87.599998,87.29,85.650002,85.650002,23144200
2015-07-13,87.949997,88.220001,87.55,86.769997,86.769997,23245900
2015-07-14,90.099998,90.220001,87.22,88.419998,88.419998,29976700
2015-07-15,89.68,90.800003,85.65,89.650002,89.650002,26627800
2015-07-16,89.760002,90.989998,85.88,89.419998,89.419998,30886600
2015-07-17,90.849998,90.860001,87.95,89.769997,89.769997,21804100
2015-07-20,94.970001,95.389999,90.1,92.540001,92.540001,54001600
2015-07-21,97.910004,98.599998,89.68,95.360001,95.360001,54860500
2015-07-22,98.389999,99.239998,89.76,97.139999,97.139999,39453300
2015-07-23,97.040001,97.580002,90.85,95.919998,95.919998,28299500
2015-07-24,95.440002,97.449997,94.97,94.809998,94.809998,29418800
2015-07-27,96.949997,97.760002,97.91,95.879997,95.879997,33444900
2015-07-28,94.169998,96.610001,98.39,93.830002,93.830002,38585400
2015-07-29,95.290001,95.559998,97.04,93.309998,93.309998,35236000
2015-07-30,96.989998,97.279999,95.44,94.739998,94.739998,64648300
2015-07-31,95.209999,95.809998,96.95,91.800003,91.800003,86211300
2015-08-03,94.010002,96.330002,94.17,93.949997,93.949997,46509000
2015-08-04,94.139999,95.080002,95.29,92.800003,92.800003,29343100
2015-08-05,94.059998,94.730003,96.99,93.330002,93.330002,20136000
2015-08-06,96.440002,97.089996,95.21,95.18,95.18,29813200
2015-08-07,95.120003,98.739998,94.01,94.419998,94.419998,42271300
2015-08-10,94.300003,95.400002,94.14,93.610001,93.610001,23199100
2015-08-11,94.150002,95.900002,94.06,93.629997,93.629997,21624200
2015-08-12,93.620003,94.760002,96.44,92.900002,92.900002,22491000
2015-08-13,94.190002,94.440002,95.12,91.190002,91.190002,27050500
2015-08-14,93.43,94.730003,94.3,93.349998,93.349998,17451800
2015-08-17,94.419998,94.720001,94.15,93.209999,93.209999,15929700
2015-08-18,93.93,94.459999,93.62,93.389999,93.389999,18313500
2015-08-19,95.169998,95.849998,94.19,94.040001,94.040001,22278800
2015-08-20,95.309998,96.099998,93.43,94.160004,94.160004,23156500
2015-08-21,90.559998,94.769997,94.42,90.459999,90.459999,44598200
2015-08-24,86.059998,89.18,93.93,85.610001,85.610001,62778700
2015-08-25,82.089996,82.089996,95.17,72.0,72.0,83710700
2015-08-26,83.0,87.669998,95.31,83.0,83.0,52021200
2015-08-27,87.190002,87.459999,90.56,83.260002,83.260002,45124300
2015-08-28,89.730003,90.059998,86.06,87.190002,87.190002,42431400
2015-08-31,91.010002,91.480003,82.09,89.790001,89.790001,33215900
2015-09-01,89.43,91.050003,83.0,88.889999,88.889999,32850700
2015-09-02,87.230003,89.389999,87.19,86.5,86.5,36097400
2015-09-03,89.889999,89.889999,89.73,87.629997,87.629997,27190500
2015-09-04,88.150002,89.82,91.01,87.730003,87.730003,27048200
2015-09-08,88.260002,88.389999,89.43,86.699997,86.699997,27328700
2015-09-09,89.529999,90.239998,87.23,88.830002,88.830002,27012500
2015-09-10,90.440002,91.980003,89.89,90.169998,90.169998,32551100
2015-09-11,91.980003,92.059998,88.15,89.629997,89.629997,26437400
2015-09-14,92.050003,92.080002,88.26,91.129997,91.129997,21185000
2015-09-15,92.309998,92.620003,89.53,91.599998,91.599998,20127900
2015-09-16,92.900002,93.25,90.44,91.790001,91.790001,18859400
2015-09-17,93.449997,93.599998,91.98,92.629997,92.629997,16321200
2015-09-18,94.339996,95.510002,92.05,92.900002,92.900002,27841800
2015-09-21,94.400002,95.190002,92.31,93.050003,93.050003,62300000
2015-09-22,95.550003,96.489998,92.9,94.519997,94.519997,28790000
2015-09-23,92.959999,94.68,93.45,91.919998,91.919998,36888900
2015-09-24,93.970001,94.32,94.34,92.800003,92.800003,21701400
2015-09-25,94.410004,94.769997,94.4,92.239998,92.239998,29106000
2015-09-28,92.769997,95.849998,95.55,92.059998,92.059998,28961600
2015-09-29,89.209999,92.290001,92.96,88.18,88.18,41199900
2015-09-30,86.669998,90.059998,93.97,85.720001,85.720001,42281800
2015-10-01,89.900002,90.019997,94.41,88.010002,88.010002,36169100
2015-10-02,90.949997,90.949997,92.77,88.360001,88.360001,29283700
2015-10-05,92.07,92.199997,89.21,88.370003,88.370003,37881700
2015-10-06,94.010002,94.269997,86.67,92.660004,92.660004,27292500
2015-10-07,92.800003,94.169998,89.9,92.339996,92.339996,22172800
